Org|OrgSector|RverMonthYear|RverReviewer|RverPosition|RverLoc|RverRecom|RvReviewAbout|RvScore|RvComment
adidas ag|Handel|October 2018|10|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Personal / Aus- und Weiterbildung bei adidas AG in Herzogenaurach gearbeitet.|Nicht empfohlen|Gleichberechtigung|2|Oben scheinbar unbegrenzt Budget, auf den unteren Leveln wird gekÃ¼rzt.
adidas ag|Handel|October 2018|1|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung bei adidas AG in Herzogenaurach gearbeitet.|Nicht empfohlen|Gleichberechtigung|1|Nur wer schleimt kommt voran
adidas ag|Handel|October 2018|2|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Personal / Aus- und Weiterbildung bei adidas AG in Herzogenaurach gearbeitet.|Nicht empfohlen|Gleichberechtigung|1|"Es werden oft Entscheidungen nach ""Nase"" getroffen und nicht nach Leistung, wie es die Unternehmenskultur eigentlich auf die Fahnen schreibt."
adidas ag|Handel|September 2018|4|FÃ¼hrungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich Personal / Aus- und Weiterbildung bei adidas AG in Herzogenaurach gearbeitet.|Nicht empfohlen|Gleichberechtigung|2|VordergrÃ¼ndig ja - bei genauerer Betrachtung hapert es. Man muss letztlich mit den â€žrichtigenâ€œ Leuten befreundet sein, um weiter zu kommen
adidas ag|Handel|September 2018|10|Ex-Angestellte/r oder Arbeiter/in|Hat im Bereich IT bei adidas in Herzogenaurach gearbeitet.|Nicht empfohlen|Overall|2.8|It was full of experience for me as software developer
adidas ag|Handel|September 2018|1|Ex-Angestellte/r oder Arbeiter/in|Hat im Bereich PR / Kommunikation bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Overall|4.7|Great learning experience. The intern is considered as part of the company as a Â«Â realÂ Â» employee
adidas ag|Handel|September 2018|4|Ex-Angestellte/r oder Arbeiter/in|Hat im Bereich GeschÃ¤ftsfÃ¼hrung bei adidas in Herzogenaurach gearbeitet.|Nicht empfohlen|Overall|2.9|Great work culture
adidas ag|Handel|September 2018|5|Ex-Angestellte/r oder Arbeiter/in|Hat im Bereich Vertrieb / Verkauf bei adidas AG in MÃ¼nchen gearbeitet.|Nicht empfohlen|Gleichberechtigung|2|Ich frage mich ob die Gleichberechtigung der Chefs untereinander Ã¼berhaupt existiert.
adidas ag|Handel|September 2018|5|Ex-Angestellte/r oder Arbeiter/in|Hat im Bereich Vertrieb / Verkauf bei adidas AG in MÃ¼nchen gearbeitet.|Nicht empfohlen|Gleichberechtigung|2|Ich frage mich ob die Gleichberechtigung der Chefs untereinander Ã¼berhaupt existiert.
adidas ag|Handel|September 2018|7|Ex-FÃ¼hrungskraft / Management|Hat bei adidas AG in Herzogenaurach gearbeitet.|Nicht empfohlen|Gleichberechtigung|3|Ok. Leider wird die Frauenquote auch bei nicht qualifizierten Mitarbeitern gefÃ¶rdert.
adidas ag|Handel|September 2018|7|Ex-FÃ¼hrungskraft / Management|Hat bei adidas AG in Herzogenaurach gearbeitet.|Nicht empfohlen|Gleichberechtigung|3|Ok. Leider wird die Frauenquote auch bei nicht qualifizierten Mitarbeitern gefÃ¶rdert.
adidas ag|Handel|August 2018|3|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Personal / Aus- und Weiterbildung bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Overall|4.1|nice working environment- great variety of tasks - possibility to work abroad- flexible working hours
adidas ag|Handel|August 2018|4|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Logistik / Materialwirtschaft bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Overall|4.5|The internship was a great experience. I learned a lot and gain a great insight in the company.
adidas ag|Handel|August 2018|7|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich GeschÃ¤ftsfÃ¼hrung bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Overall|4.1|Personally it has been a really good experience. I consider myself lucky for the team I am part of
adidas ag|Handel|August 2018|8|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Personal / Aus- und Weiterbildung bei adidas in Herzogenaurach gearbeitet.|Nicht empfohlen|Overall|2.9|I would apply for another team. I would like to work here but not as an Intern. Would not recommend for intern position
adidas ag|Handel|August 2018|10|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Marketing / Produktmanagement bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Overall|4.3|The internship was a great experience. I got a lot of responsibility which was tough but gave me the chance to learn
adidas ag|Handel|August 2018|5|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Marketing / Produktmanagement bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Overall|4.0|A really great company to work at, especially if you are not a native to Europe.
adidas ag|Handel|August 2018|10|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich PR / Kommunikation bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Overall|4.2|awesome atmosphere, sometimes lack of commmunication within the team due to time pressurehuge variety of tasks
adidas ag|Handel|August 2018|4|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich GeschÃ¤ftsfÃ¼hrung bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Overall|4.3|Great experience that put me on the right track for after university
adidas ag|Handel|August 2018|10|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich IT bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Overall|3.6|A whole new experience to work for a Global Player. Important, responsible tasks meet a relaxed and friendly atmosphere
adidas ag|Handel|August 2018|9|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Overall|4.5|Young company that suits a young, dynamic person interested in sports. Activities, food, life quality is excellent
adidas ag|Handel|August 2018|4|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Personal / Aus- und Weiterbildung bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Overall|4.5|Best intership I did so far. Leant a lot and were appreciated by my colleagues. Also the interns network is amazing.
adidas ag|Handel|August 2018|6|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Marketing / Produktmanagement bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Overall|4.9|Expectation have been exceeded during the time in this position. One is valued and respected as a young professional
adidas ag|Handel|August 2018|6|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich IT bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Overall|4.6|Very good experience but the location is a bit hard to reach via public transfer which is about the only bad thing.
adidas ag|Handel|August 2018|10|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Personal / Aus- und Weiterbildung bei adidas in Herzogenaurach gearbeitet.|Nicht empfohlen|Overall|3.1|Has not met my expectations and job description however gave me a chance to learn more new and gain experience
adidas ag|Handel|August 2018|2|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Overall|5.0|This is my first international working experience and that now i got the confidence to prove my skills in a right place.
adidas ag|Handel|August 2018|7|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich IT bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Overall|4.5|It was a great experience and I have learned a lot about sport industry and I was able to improve a lot my digital skill
adidas ag|Handel|August 2018|4|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich GeschÃ¤ftsfÃ¼hrung bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Overall|4.3|Been working on a great team, got huge exposure to senior leadership (up to board level) and enjoyed a great trust
adidas ag|Handel|August 2018|6|Ex-Angestellte/r oder Arbeiter/in|Hat im Bereich Marketing / Produktmanagement bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Overall|4.8|I loved it so much, that I will be able to stay in a full-time position. Hard work pays off.
adidas ag|Handel|August 2018|9|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Logistik / Materialwirtschaft bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Overall|4.5|I love working for a company like adidas. The spirit and the culture is so much different from many other corporates!
adidas ag|Handel|August 2018|5|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich IT bei adidas in Herzogenaurach gearbeitet.|Empfohlen|Overall|4.6|It was a fun experience with a lot of peers getting along together to learn and share their experiences.
adidas ag|Handel|June 2018|7|FÃ¼hrungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich Vertrieb / Verkauf bei adidas AG in Herzogenaurach gearbeitet.|Empfohlen|Gleichberechtigung|5|Frauen sind im Board und auch in weiteren FÃ¼hrungspositionen
adidas ag|Handel|June 2018|10|FÃ¼hrungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich Finanzen / Controlling bei adidas AG in Herzogenaurach gearbeitet.|Nicht empfohlen|Gleichberechtigung|1|Nicht wirklich, im oberen Management Ã¼berwiegen wie immer MÃ¤nner...jetzt wurden halt noch ein Paar quoten Frauen nominiert...
adidas ag|Handel|June 2018|1|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Administration / Verwaltung bei adidas AG in Herzogenaurach gearbeitet.|Nicht empfohlen|Gleichberechtigung|4|Es wird besser aber es fehlt noch einiges
adidas ag|Handel|June 2018|1|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Administration / Verwaltung bei adidas AG in Herzogenaurach gearbeitet.|Nicht empfohlen|Umgang mit Ã¤lteren Kollegen|1|Altersteilzeit gibt es nicht mehr und ist auch nicht angedacht dies wieder zu machen. Bekommen oft einen Auhebungsvertrag.
adidas ag|Handel|June 2018|2|FÃ¼hrungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich Marketing / Produktmanagement bei adidas AG in Herzogenaurach gearbeitet.|Nicht empfohlen|Gleichberechtigung|1|Wer gut networked kann ist klar im Vorteil
adidas ag|Handel|May 2018|5|FÃ¼hrungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich Marketing / Produktmanagement bei adidas AG in Herzogenaurach gearbeitet.|Empfohlen|Overall|3.2|Great place to work in, a lot of benefits like flexible working, home office, gym on campus.
adidas ag|Handel|March 2018|2|Ex-Zeitarbeiter/in|Hat im Bereich Administration / Verwaltung bei adidas AG in Herzogenaurach gearbeitet.|Nicht empfohlen|Gleichberechtigung|1|Vielleicht sollte adidas darÃ¼ber nachdenken, externe Mitarbeiter nicht mehr wie Menschen zweiter Klasse zu behandeln.
adidas ag|Handel|March 2018|7|FÃ¼hrungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich Personal / Aus- und Weiterbildung bei adidas AG in Herzogenaurach gearbeitet.|Nicht empfohlen|Overall|1.8|DAXcompany without diversity
adidas ag|Handel|February 2018|8|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich IT bei adidas AG in Herzogenaurach gearbeitet.|Empfohlen|Gleichberechtigung|3|Not a lot of women in IT
adidas ag|Handel|February 2018|8|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich IT bei adidas AG in Herzogenaurach gearbeitet.|Empfohlen|Gleichberechtigung|3|Not a lot of women in IT
adidas ag|Handel|February 2018|8|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich IT bei adidas AG in Herzogenaurach gearbeitet.|Empfohlen|Umgang mit Ã¤lteren Kollegen|4|Older colleagues are treated very well
adidas ag|Handel|December 2017|2|Ex-Angestellte/r oder Arbeiter/in|Hat im Bereich Finanzen / Controlling bei adidas AG in Herzogenaurach gearbeitet.|Nicht empfohlen|Overall|2.9|Junges, internationales Team aber wenig konsequente FÃ¶rderung.
adidas ag|Handel|November 2017|9|Ex-Angestellte/r oder Arbeiter/in|Hat im Bereich IT bei adidas AG in Herzogenaurach gearbeitet.|Nicht empfohlen|Gleichberechtigung|1|Vor Allem Neulinge und Externe Mitarbeiter werden bei Adidas definitiv nicht gleich behandelt, im Vergleich zu anderen Mitarbeiter. Man spÃ¼rt einen Unterschied, speziell wie sie sich verhalten und mit dir kommunizieren.
adidas ag|Handel|November 2017|9|Ex-Angestellte/r oder Arbeiter/in|Hat im Bereich IT bei adidas AG in Herzogenaurach gearbeitet.|Nicht empfohlen|Gleichberechtigung|1|Vor Allem Neulinge und Externe Mitarbeiter werden bei Adidas definitiv nicht gleich behandelt, im Vergleich zu anderen Mitarbeiter. Man spÃ¼rt einen Unterschied, speziell wie sie sich verhalten und mit dir kommunizieren.
adidas ag|Handel|October 2017|1|FÃ¼hrungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich Logistik / Materialwirtschaft bei adidas AG in Herzogenaurach gearbeitet.|Empfohlen|Gleichberechtigung|4|Nicht durchwegs bei GehÃ¤ltern
adidas ag|Handel|October 2017|8|Ex-Angestellte/r oder Arbeiter/in|Hat bei Adidas in Franfurt gearbeitet.|Empfohlen|Overall|3.4|Datenbank. gepflegt u erstellt, Kolleg. haben viel Erfahr. u Einsatzbereitsch. Proj. w. schnell u...
adidas ag|Handel|August 2017|1|Ex-Angestellte/r oder Arbeiter/in|Hat bis 2015 im Bereich Vertrieb / Verkauf bei adidas Group in Deutschland gearbeitet.|Nicht empfohlen|Gleichberechtigung|3|Man wird stets gleich behandelt. Wiedereinstieg nur nach Ablauf einer automatischen Sperrfrist mÃ¶glich.
adidas ag|Handel|October 2016|6|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung bei adidas AG in Herzogenaurach gearbeitet.|Empfohlen|Gleichberechtigung|2|Depends on the management level. More senior level means less women.
adidas ag|Handel|June 2016|3|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Beschaffung / Einkauf bei adidas AG in Herzogenaurach gearbeitet.|Empfohlen|Overall|4.3|Senior Manager Brand Sourcing
adidas ag|Handel|April 2016|6|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Vertrieb / Verkauf bei Adidas in Ochtrup gearbeitet.|Empfohlen|Gleichberechtigung|5|Jeder ist gleichberechtigt , alles wird abgestimmt
adidas ag|Handel|November 2015|2|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Produktion bei adidas AG in Scheinfeld gearbeitet.|Nicht empfohlen|Gleichberechtigung|1|solange man mit FÃ¼hrung (VD) gut steht, passiert einem nichts. Wenn nicht, dann ziehen dunklen Wolken auf.
adidas ag|Handel|September 2015|8|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Vertrieb / Verkauf bei Adidas in Franfurt gearbeitet.|Empfohlen|Gleichberechtigung|4|Im Store wird versucht fair zu agieren, aber was vom back-office kommt, kÃ¶nnen wir nicht beeinflussen.
adidas ag|Handel|September 2015|9|FÃ¼hrungskraft / Management|Hat zum Zeitpunkt der Bewertung bei adidas AG in Herzogenaurach gearbeitet.|Empfohlen|Overall|4.0|Viele MÃ¶glichkeiten sich in diversen Bereichen zu entwickeln & professionell in einem internationalen Umfeld zu wachsen
adidas ag|Handel|June 2015|10|Ex-Angestellte/r oder Arbeiter/in|Hat bei adidas AG in Herzogenaurach gearbeitet.|  |Overall|2.5|Suboptimale Leadership skills, unerfahrene...
adidas ag|Handel|June 2015|10|Ex-Angestellte/r oder Arbeiter/in|Hat bei adidas AG in Herzogenaurach gearbeitet.|  |Umgang mit Ã¤lteren Kollegen|3|There are not so many unfortunately- which says a lot about the company culture- it is not meant to serve the experienced employer who knows about his/her value and will not accept anything less
adidas ag|Handel|May 2015|3|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Vertrieb / Verkauf bei adidas AG in Herzogenaurach gearbeitet.|Empfohlen|Gleichberechtigung|5|Diversity wird hier sehr groÃŸ geschrieben, Aufstiegschancen sind meiner Meinung nach fÃ¼r alle gleich, vorausgesetzt die Leistung stimmt.
adidas ag|Handel|May 2015|3|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Vertrieb / Verkauf bei adidas AG in Herzogenaurach gearbeitet.|Empfohlen|Umgang mit Ã¤lteren Kollegen|5|"Der Durchschnitt bei adidas liegt bei ca. 30 Jahren, in meiner Abteilung sind aber sehr viele ""alte Hasen"". Der Umgang mit diesen ist super."
adidas ag|Handel|January 2015|10|Ex-Zeitarbeiter/in|Hat bis 2014 im Bereich IT bei adidas AG in Herzogenaurach gearbeitet.|Nicht empfohlen|Gleichberechtigung|1|das Unternehmen missachtet wo es nur geht die Gleichberechtigung von intern und ext. ANÃœG ist meist ein Fremdwort.
adidas ag|Handel|January 2015|10|Ex-Zeitarbeiter/in|Hat bis 2014 im Bereich IT bei adidas AG in Herzogenaurach gearbeitet.|Nicht empfohlen|Gleichberechtigung|1|das Unternehmen missachtet wo es nur geht die Gleichberechtigung von intern und ext. ANÃœG ist meist ein Fremdwort.
adidas ag|Handel|January 2015|10|Ex-Zeitarbeiter/in|Hat bis 2014 im Bereich IT bei adidas AG in Herzogenaurach gearbeitet.|Nicht empfohlen|Work-Life-Balance|5|auch externe wurden in die Urlaubsplanung einbezogen
adidas ag|Handel|September 2014|7|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Marketing / Produktmanagement bei adidas AG in Herzogenaurach gearbeitet.|Empfohlen|Work-Life-Balance|5|In meinem Team wird Freizeit als sehr wichtig betrachtet. Klar gibt es mal Ãœberstunden, die kÃ¶nnen dann aber auch bald wieder abgebaut werden. Urlaub ist in Absprache mit dem restlichen Team fast jederzeit mÃ¶glich und auch Home Office ist kein Problem.
adidas ag|Handel|August 2014|8|Ex-Praktikant/in|Hat bis 2014 im Bereich Personal / Aus- und Weiterbildung bei adidas AG in Herzogenaurach gearbeitet.|Empfohlen|Kollegenzusammenhalt|4|freundlich, hilfsbereit, jung (geblieben)
adidas ag|Handel|August 2014|8|Ex-Praktikant/in|Hat bis 2014 im Bereich Personal / Aus- und Weiterbildung bei adidas AG in Herzogenaurach gearbeitet.|Empfohlen|Gleichberechtigung|4|auf gutem Weg, aber mit Luft nach oben
